Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_45_375.jpg;0;1;0;3.399209;84.69804;81.30319;1.408111;181.2929;-0.00191618
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_45_416.jpg;0;1;0;3.426052;84.5616;81.30026;1.386076;181.2785;-0.00156281
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_45_459.jpg;-0.340677;1;0;3.452036;84.35458;81.29617;1.376188;181.2549;-0.001373104
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_45_500.jpg;-2.193489;1;0;3.477963;84.21502;81.29398;1.382833;181.1612;-0.0009339268
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_45_541.jpg;-4.038732;1;0;3.503662;84.0743;81.29266;1.397523;180.9267;-0.0002970415
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_45_584.jpg;-5.922626;1;0;3.528577;83.93273;81.29253;1.402821;180.5222;0.0001998429
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_45_625.jpg;-6.556699;1;0;3.56713;83.79031;81.29372;1.398365;179.9803;0.0012132
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_45_666.jpg;-4.032291;1;0;3.593252;83.64696;81.29591;1.388887;179.4173;0.0008434026
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_45_707.jpg;-3.828718;1;0;3.619261;83.50247;81.29861;1.38396;178.9643;-0.0007845267
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_45_750.jpg;-2.786156;1;0;3.645043;83.35693;81.30223;1.381601;178.5592;359.9892
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_45_791.jpg;-0.9127651;1;0;3.671191;83.21043;81.30589;1.375954;178.2827;359.9913
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_45_834.jpg;1.283256;1;0;3.697335;83.06271;81.30962;1.379173;178.1467;-0.00455332
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_45_875.jpg;1.764942;1;0;3.72255;82.91382;81.31321;1.391442;178.1682;-0.005350736
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_45_917.jpg;2.694108;1;0;3.747649;82.68839;81.31791;1.420279;178.4202;359.994
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_45_958.jpg;1.030782;1;0;3.772646;82.53695;81.32092;1.432622;178.6154;-0.005250322
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_46_001.jpg;1.528416;1;0;3.798176;82.38473;81.32406;1.430882;178.7709;-0.004213887
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_46_041.jpg;2.44296;1;0;3.825032;82.2314;81.32695;1.432242;178.9499;-0.00371198
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_46_084.jpg;0.8256;1;0;3.850399;82.07703;81.32959;1.434754;179.123;-0.003709742
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_46_125.jpg;0;1;0;3.887972;81.92161;81.3324;1.438371;179.2059;-0.002706141
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_46_166.jpg;0;1;0;3.914032;81.76523;81.33525;1.439374;179.2395;-0.001653214
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_46_213.jpg;0.448692;1;0;3.939299;81.60782;81.33808;1.441271;179.2546;-0.001410346
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_46_258.jpg;-1.442815;1;0;3.964515;81.36981;81.34238;1.443849;179.239;-0.001629784
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_46_299.jpg;-3.569785;1;0;3.989543;81.2099;81.34615;1.445874;179.0597;-0.0007009045
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_46_340.jpg;-5.920623;1;0;4.014256;81.04908;81.35109;1.446219;178.7015;0.0005535817
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_46_381.jpg;-7.792825;1;0;4.038014;80.88753;81.35759;1.436555;178.1454;0.00164686
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_46_424.jpg;-9.664884;1;0;4.061824;80.72529;81.36615;1.417376;177.3961;-0.004519286
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_46_465.jpg;-11.55031;1;0;4.096296;80.56252;81.37763;1.385974;176.4613;359.9483
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_46_507.jpg;-13.43137;1;0;4.118022;80.3997;81.39227;1.323635;175.3262;359.8666
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_46_548.jpg;-15;1;0;4.139406;80.23755;81.41004;1.19716;173.9694;359.7791
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_46_590.jpg;-14.02886;1;0;4.160762;80.07561;81.43205;1.039227;172.4976;359.6449
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_46_631.jpg;-12.18127;1;0;4.183192;79.91399;81.45741;0.8473797;171.05;359.4886
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_46_673.jpg;-10.3155;1;0;4.206091;79.75251;81.48584;0.6278677;169.7173;359.3181
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_46_715.jpg;-8.425427;1;0;4.228944;79.59097;81.5173;0.3937074;168.5564;359.1322
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_46_757.jpg;-6.543482;1;0;4.251663;79.34826;81.56908;0.02412951;167.1669;358.8572
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_46_799.jpg;-8.397487;1;0;4.27301;79.18479;81.60605;359.8412;166.454;358.7368
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_46_841.jpg;-10.29772;1;0;4.284526;79.01908;81.64489;359.7796;165.7927;358.6955
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_46_881.jpg;-12.17599;1;0;4.296227;78.85162;81.6864;359.826;165.0572;358.7187
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_46_924.jpg;-14.06219;1;0;4.315574;78.68284;81.7315;359.974;164.1907;358.7834
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_46_965.jpg;-15;1;0;4.347424;78.51474;81.78121;0.1123607;163.0204;358.8455
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_47_007.jpg;-15;1;0;4.362052;78.34833;81.83569;0.186342;161.5216;358.8738
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_47_049.jpg;-15;1;0;4.376383;78.18436;81.89409;0.169234;159.9037;358.8846
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_47_090.jpg;-15;1;0;4.39027;78.02287;81.9565;0.06722684;158.241;358.8724
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_47_131.jpg;-15;1;0;4.423186;77.86184;82.02444;359.9891;156.6;358.8135
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_47_173.jpg;-15;1;0;4.442085;77.70029;82.09727;0.01065067;155.1088;358.7487
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_47_215.jpg;-13.9979;1;0;4.449108;77.53972;82.17284;0.01731576;153.7107;358.7346
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_47_256.jpg;-12.1886;1;0;4.455909;77.37988;82.25035;0.01402948;152.4509;358.8194
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_47_299.jpg;-10.32009;1;0;4.494038;77.14256;82.37637;0.006888353;150.4742;358.8944
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_47_341.jpg;-8.469078;1;0;4.515867;76.98612;82.46649;0.0114308;149.3846;358.8707
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_47_381.jpg;-6.53284;1;0;4.536246;76.8305;82.55914;-0.002252735;148.4897;358.853
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_47_423.jpg;-4.707046;1;0;4.558692;76.67464;82.65402;0.007570091;147.7793;358.8662
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_47_465.jpg;-2.846364;1;0;4.592794;76.51913;82.75072;-0.001827396;147.2277;358.9044
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_47_507.jpg;-0.9492584;1;0;4.615866;76.36337;82.84962;0.0106964;146.8504;358.9454
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_47_549.jpg;0;1;0;4.639761;76.20728;82.95015;0.03188676;146.6392;358.9839
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_47_590.jpg;0;1;0;4.661914;76.05063;83.05207;0.06974946;146.5369;359.0188
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_47_632.jpg;0;1;0;4.685123;75.89324;83.15513;0.1248844;146.4862;359.0563
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_47_674.jpg;0;1;0;4.707445;75.73506;83.25893;0.1893799;146.4677;359.1071
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_47_717.jpg;0;1;0;4.730616;75.49618;83.41612;0.3121632;146.4609;359.1984
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_47_764.jpg;0;1;0;4.753343;75.3358;83.5218;0.4096234;146.464;359.2693
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_47_805.jpg;0;1;0;4.787162;75.17451;83.62814;0.5196111;146.4718;359.3457
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_47_848.jpg;0.451842;1;0;4.809684;75.01228;83.73502;0.6399909;146.49;359.4286
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_47_890.jpg;0;1;0;4.832167;74.84908;83.84236;0.7688548;146.5238;359.5183
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_47_930.jpg;0;1;0;4.854585;74.68501;83.95021;0.9037262;146.5524;359.6114
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_47_972.jpg;0;1;0;4.877178;74.5201;84.05836;1.036386;146.5824;359.7141
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_48_014.jpg;0;1;0;4.899527;74.35434;84.16698;1.17225;146.6104;359.8172
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_48_056.jpg;0;1;0;4.921862;74.18773;84.27599;1.309102;146.6403;359.9221
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_48_097.jpg;0;1;0;4.94424;73.93716;84.44138;1.505767;146.6457;-0.0009956304
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_48_140.jpg;0;1;0;4.966044;73.77055;84.55241;1.573103;146.6246;-0.00378391
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_48_181.jpg;0;1;0;4.993763;73.60413;84.66318;1.558246;146.6196;-0.002964865
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_48_222.jpg;0;1;0;5.008944;73.43846;84.77351;1.446558;146.6087;-0.00216143
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_48_263.jpg;0;1;0;4.973567;73.27384;84.88317;1.33407;146.5867;-0.0009513618
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_48_306.jpg;0;1;0;5.010656;73.10807;84.99365;1.255615;146.5646;-0.001112948
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_48_348.jpg;0;1;0;5.009089;72.94207;85.10427;1.195119;146.5411;-0.001002975
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_48_389.jpg;0;1;0;5.005376;72.77586;85.21505;1.151089;146.5147;-0.0008014282
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_48_430.jpg;0;1;0;4.995856;72.60952;85.32594;1.121007;146.4763;-0.0002211697
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_48_472.jpg;0;1;0;5.014436;72.44276;85.43719;1.108155;146.4574;-0.001208262
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_48_514.jpg;0;1;0;5.017764;72.27592;85.54856;1.108748;146.4412;-0.001310895
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_48_555.jpg;0;1;0;5.024874;72.10891;85.66013;1.121565;146.4295;-0.001542478
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_48_597.jpg;0;1;0;5.01443;71.85871;85.82742;1.146826;146.3778;-0.001239928
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_48_640.jpg;0;1;0;5.007439;71.69154;85.93933;1.180346;146.3617;-0.001406784
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_48_680.jpg;0;1;0;5.002793;71.52428;86.05141;1.220858;146.3481;-0.001599054
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_48_722.jpg;0;1;0;4.992793;71.35749;86.16327;1.254648;146.3114;-0.001451923
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_48_765.jpg;0;1;0;5.014517;71.19031;86.2755;1.301387;146.2918;-0.00133634
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_48_806.jpg;0;1;0;5.003771;71.02316;86.38782;1.350014;146.2707;-0.001302847
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_48_848.jpg;0;1;0;4.995562;70.85611;86.50021;1.398908;146.2456;-0.001111091
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_48_889.jpg;0.6338115;1;0;5.014331;70.68887;86.61282;1.450489;146.2302;-0.001571927
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_48_930.jpg;2.503507;1;0;5.016641;70.52157;86.72517;1.50194;146.2749;-0.002218066
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_48_972.jpg;4.36171;1;0;5.010947;70.3549;86.83644;1.498462;146.42;359.9942
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_49_014.jpg;4.966235;1;0;4.970504;70.18834;86.94625;1.456514;146.7088;-0.003186672
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_49_055.jpg;3.074502;1;0;5.006197;70.02096;87.05171;1.29631;147.0281;0.2076359
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_49_098.jpg;1.207529;1;0;5.001234;69.77198;87.19968;0.6724042;147.3586;0.9410868
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_49_139.jpg;0;1;0;4.993525;69.6064;87.30376;0.4059931;147.2682;1.186917
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_49_180.jpg;0;1;0;5.006197;69.4435;87.41312;0.06855056;147.4287;1.089604
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_49_222.jpg;0;1;0;4.933251;69.28653;87.50237;359.1143;147.1429;1.676828
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_49_264.jpg;0;1;0;4.894084;69.1278;87.60262;358.6134;146.4744;1.845581
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_49_305.jpg;0;1;0;4.879811;68.97189;87.69579;357.8024;145.8878;2.274641
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_49_347.jpg;0;1;0;4.885545;68.81689;87.79898;357.25;145.3194;2.330954
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_49_389.jpg;0;1;0;4.769414;68.66096;87.9092;357.2477;144.5689;2.178595
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_49_431.jpg;0;1;0;4.726771;68.51141;88.01337;356.821;143.9161;2.17798
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_49_473.jpg;0;1;0;4.68955;68.35784;88.1192;356.73;143.2943;2.291251
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_49_514.jpg;0;1;0;4.68955;68.20673;88.22592;356.5527;142.6227;2.300932
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_49_556.jpg;0;1;0;4.618745;68.05116;88.33118;356.7021;142.4479;2.728226
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_49_598.jpg;0;1;0;4.589673;67.81503;88.48956;357.2243;142.5469;3.611298
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_49_639.jpg;0;1;0;4.578898;67.6612;88.59772;357.5131;142.796;4.067243
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_49_681.jpg;0;1;0;4.589397;67.50105;88.70821;358.19;143.2338;4.679217
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_49_722.jpg;0;1;0;4.550537;67.3438;88.82011;358.8594;143.3476;5.268903
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_49_764.jpg;0;1;0;4.582497;67.1807;88.93494;359.7791;143.0017;5.916765
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_49_806.jpg;0;1;0;4.593997;67.02628;89.05493;0.4230402;142.5766;6.053322
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_49_847.jpg;0;1;0;4.607362;66.87473;89.17291;0.8456058;142.1415;6.04939
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_49_889.jpg;0;1;0;4.6221;66.72524;89.29266;1.195125;141.7531;5.835506
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_49_930.jpg;0;1;0;4.638488;66.57806;89.41369;1.452246;141.3722;5.412096
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_49_972.jpg;0;1;0;4.664597;66.43304;89.5353;1.598157;141.0739;4.803632
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_50_014.jpg;0;1;0;4.679556;66.2908;89.65693;1.587243;140.8449;4.014786
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_50_056.jpg;0;1;0;4.723091;66.14946;89.77814;1.452636;140.6071;3.11456
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_50_097.jpg;0;1;0;4.721605;65.93173;89.95113;1.146228;140.5153;2.24298
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_50_139.jpg;0;1;0;4.721673;65.78773;90.06596;0.8941077;140.2917;1.68792
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_50_181.jpg;0;1;0;4.741847;65.64301;90.18373;0.7065902;140.2349;1.052371
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_50_222.jpg;0;1;0;4.752631;65.49353;90.29739;0.5773906;140.138;0.7661833
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_50_263.jpg;0.296397;1;0;4.75964;65.34742;90.40881;0.2217499;140.0841;0.5474247
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_50_306.jpg;2.200887;1;0;4.782911;65.20095;90.52626;0.07478943;140.0041;0.1440215
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_50_346.jpg;4.057767;1;0;4.795677;65.0549;90.63873;359.6727;139.9759;359.9595
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_50_389.jpg;5.927985;1;0;4.786973;64.90627;90.74886;359.292;140.2627;0.01958893
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_50_431.jpg;7.790958;1;0;4.785711;64.75237;90.86166;359.2527;140.649;0.1774755
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_50_472.jpg;9.666738;1;0;4.815932;64.59921;90.97599;359.1991;141.0943;0.2598511
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_50_513.jpg;11.55925;1;0;4.818859;64.4396;91.09207;359.466;141.7244;0.5331481
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_50_556.jpg;13.42503;1;0;4.824007;64.28227;91.20892;359.6544;142.4474;0.6705961
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_50_597.jpg;15;1;0;4.845037;64.12171;91.32484;359.9185;143.5361;0.80639
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_50_639.jpg;15;1;0;4.866855;63.87694;91.494;0.2713483;145.4749;1.01563
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_50_680.jpg;13.77086;1;0;4.88341;63.71249;91.60329;0.4104854;146.8856;1.130924
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_50_722.jpg;11.86677;1;0;4.898662;63.54733;91.70967;0.4611387;148.2864;1.219062
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_50_763.jpg;10.01075;1;0;4.919788;63.38163;91.81357;0.4269998;149.5508;1.25587
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_50_805.jpg;8.152008;1;0;4.934966;63.21549;91.91531;0.3129644;150.6225;1.216031
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_50_847.jpg;6.276309;1;0;4.951062;63.04799;92.01373;0.1249893;151.6062;1.162133
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_50_889.jpg;4.404818;1;0;4.996958;62.87738;92.10958;359.9451;152.4794;1.109852
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_50_930.jpg;2.510822;1;0;5.011357;62.70188;92.20358;359.8866;153.1031;1.093521
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_50_972.jpg;0.6346283;1;0;5.014507;62.52393;92.29651;359.9126;153.4672;1.070678
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_51_014.jpg;0;1;0;5.013377;62.34429;92.3886;-0.001929689;153.6716;1.045578
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_51_055.jpg;0;1;0;5.012107;62.16419;92.47972;0.07950404;153.7782;1.015616
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_51_098.jpg;0;1;0;5.011407;61.8937;92.61546;0.1921657;153.8417;0.9400464
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_51_139.jpg;0;1;0;5.012341;61.71275;92.70551;0.2772118;153.8679;0.87702
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_51_181.jpg;0;1;0;5.004608;61.53173;92.79523;0.3672826;153.8836;0.8043581
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_51_221.jpg;1.857636;1;0;5.005278;61.35036;92.88441;0.4631717;153.9403;0.7319104
G:\senior1 -CSE 3rd-\Image Processing\vision project\vision-project\IMG\robocam_2022_12_07_21_50_51_264.jpg;3.77608;1;0;5.016609;61.16853;92.97274;0.5621452;154.1019;0.6661985
